Plot,Sub_Plot,Tree_Tag,X_Coordinate,Y_Coordinate,Local_Name,Genus,Species,DBH_inch,DBH_cm,POM_m,Height_m,North,East,Elevation_m
16,8,8552,4,4,Yone,Anogeissus,acuminate,11.24,28.5,2,12,"20° 54' 29.72"" N","95° 14' 23.02"" E",919.61
16,8,8553,4,3.5,Yone,Anogeissus,acuminate,12.8,32.5,2,14,"20° 54' 29.72"" N","95° 14' 23.02"" E",919.61
16,9,8554,2.1,3.5,Thayetcho,Sideroxylon,burmanicum,5.3,13.5,1.3,9.5,"20° 54' 29.72"" N","95° 14' 23.02"" E",919.61
16,9,8555,4.4,3,Thayetcho,Sideroxylon,burmanicum,5.48,13.9,1.3,8,"20° 54' 29.72"" N","95° 14' 23.02"" E",919.61
16,10,8556,1.3,4,Banbwe,Careya,arborea,13.84,35.2,1.3,18,"20° 54' 29.72"" N","95° 14' 23.02"" E",919.61
16,11,8558,2.2,4.15,Linlonn,Sapium,baccatum,22.46,57,1.3,20,"20° 54' 29.72"" N","95° 14' 23.02"" E",919.61
16,11,8557,0.2,2.1,Phatsutt,Eriobortrya,bengalensis,5.2,13.2,1.3,10.1,"20° 54' 29.72"" N","95° 14' 23.02"" E",919.61
16,11,8559,3.45,0.3,Tawshauk,Glycosmis,pantaphylla,4.61,11.7,1.3,10.5,"20° 54' 29.72"" N","95° 14' 23.02"" E",919.61
16,12,8560,1.25,2.05,Tawshauk,Glycosmis,pantaphylla,4.52,11.5,1.3,13,"20° 54' 29.72"" N","95° 14' 23.02"" E",919.61
16,12,8561,1.5,3.5,Tawshauk,Glycosmis,pantaphylla,6.91,17.6,1.3,13,"20° 54' 29.72"" N","95° 14' 23.02"" E",919.61
16,12,8562,4.4,3,Tawshauk,Glycosmis,pantaphylla,5.83,14.8,1.3,18,"20° 54' 29.72"" N","95° 14' 23.02"" E",919.61
16,13,8564,3.5,0.6,Tawshauk,Glycosmis,pantaphylla,4.7,11.9,1.3,10.1,"20° 54' 29.72"" N","95° 14' 23.02"" E",919.61
16,13,8563,4.7,4.9,Thabyay,Pugenia,jambolana,9.75,24.8,1.3,12,"20° 54' 29.72"" N","95° 14' 23.02"" E",919.61
16,14,8567,4.15,3,Banbwe,Careya,arborea,11.44,29.1,1.5,10.2,"20° 54' 29.72"" N","95° 14' 23.02"" E",919.61
16,14,8565,1.9,0.4,Phatsutt,Eriobortrya,bengalensis,4.1,10.4,1.3,12,"20° 54' 29.72"" N","95° 14' 23.02"" E",919.61
16,14,8566,0.85,4,Thabyay,Pugenia,jambolana,14.82,37.6,1.3,13,"20° 54' 29.72"" N","95° 14' 23.02"" E",919.61
16,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20° 54' 29.72"" N","95° 14' 23.02"" E",919.61
16,16,8568,3,1.1,Phatsutt,Eriobortrya,bengalensis,6.47,16.4,1.5,12,"20° 54' 29.72"" N","95° 14' 23.02"" E",919.61
17,1,8787,0.75,1.9,Thayingyi,Croton,laevigatus,5.32,13.5,1.3,13,"20° 54' 33.32"" N","95° 14' 23.80"" E",951.2
17,1,8788,3.1,4.6,Thayingyi,Croton,laevigatus,6.4,16.3,1.3,12,"20° 54' 33.32"" N","95° 14' 23.80"" E",951.2
17,1,8789,4.5,3.3,Thayingyi,Croton,laevigatus,7.07,18,1.3,10.6,"20° 54' 33.32"" N","95° 14' 23.80"" E",951.2
17,1,8790,3.1,3,Thayingyi,Croton,laevigatus,6.4,16.3,1.3,10,"20° 54' 33.32"" N","95° 14' 23.80"" E",951.2
17,1,8791,3,2.25,Thayingyi,Croton,laevigatus,7,17.8,1.3,11.9,"20° 54' 33.32"" N","95° 14' 23.80"" E",951.2
17,2,8793,3.35,2.2,Bonmelzar,Albizia,chinensis,6.45,16.4,1.3,12.5,"20° 54' 33.32"" N","95° 14' 23.80"" E",951.2
17,2,8792,2,3.45,Tawshauk,Glycosmis,pantaphylla,6.55,16.6,1.3,12,"20° 54' 33.32"" N","95° 14' 23.80"" E",951.2
17,3,8795,1.8,1.15,Tawshauk,Glycosmis,pantaphylla,5.6,14.2,1.3,10.5,"20° 54' 33.32"" N","95° 14' 23.80"" E",951.2
17,3,8794,1.85,0.6,Thadi,Protium,serratum,10.8,27.4,1.3,11.8,"20° 54' 33.32"" N","95° 14' 23.80"" E",951.2
17,3,8796,2.2,1.7,Thadi,Protium,serratum,7.98,20.3,1.3,12.2,"20° 54' 33.32"" N","95° 14' 23.80"" E",951.2
17,4,8798,4.2,3.9,Kayamet,Pterospermum,diversifolium,7.52,19.1,1.3,14,"20° 54' 33.32"" N","95° 14' 23.80"" E",951.2
17,4,8797,3.5,4.25,Phatsutt,Eriobortrya,bengalensis,4.37,11.1,1.3,8.4,"20° 54' 33.32"" N","95° 14' 23.80"" E",951.2
17,5,8800,0.2,1.45,Aonetone,Litsea,glutinosa,4.35,11,1.3,11,"20° 54' 33.32"" N","95° 14' 23.80"" E",951.2
17,5,8799,0.75,0.5,Daukya,Synplocos,racemosa,9.72,24.7,1.5,13,"20° 54' 33.32"" N","95° 14' 23.80"" E",951.2
17,5,3402,3.8,3.4,Tawshauk,Glycosmis,pantaphylla,7.7,19.6,1.3,10.7,"20° 54' 33.32"" N","95° 14' 23.80"" E",951.2
17,6,3403,1.25,4.5,Daukya,Synplocos,racemosa,4.85,12.3,1.3,7.5,"20° 54' 33.32"" N","95° 14' 23.80"" E",951.2
17,6,3404,1.5,4.5,Daukya,Synplocos,racemosa,4.78,12.1,1.3,10,"20° 54' 33.32"" N","95° 14' 23.80"" E",951.2
17,6,3405,3.25,3.4,Daukya,Synplocos,racemosa,13,33,1.3,15.5,"20° 54' 33.32"" N","95° 14' 23.80"" E",951.2
17,6,3406,3.4,1.9,Phatsutt,Eriobortrya,bengalensis,4.94,12.5,1.3,9.5,"20° 54' 33.32"" N","95° 14' 23.80"" E",951.2
17,7,3409,2.7,2,Aonetone,Litsea,glutinosa,4.83,12.3,1.3,11,"20° 54' 33.32"" N","95° 14' 23.80"" E",951.2
17,7,3407,0.2,4.05,Thayingyi,Croton,laevigatus,6.5,16.5,1.3,11.4,"20° 54' 33.32"" N","95° 14' 23.80"" E",951.2
17,7,3408,4.5,2.5,Thayingyi,Croton,laevigatus,7.1,18,1.3,12,"20° 54' 33.32"" N","95° 14' 23.80"" E",951.2
17,8,3410,2.15,0.9,Thayingyi,Croton,laevigatus,5.2,13.2,1.3,8.7,"20° 54' 33.32"" N","95° 14' 23.80"" E",951.2
17,8,3413,3,1.5,Thayingyi,Croton,laevigatus,4.98,12.6,1.3,9,"20° 54' 33.32"" N","95° 14' 23.80"" E",951.2
17,8,3411,4.2,2.5,Thitsaint,Terminalia,bellirica,12.1,30.7,1.3,16.4,"20° 54' 33.32"" N","95° 14' 23.80"" E",951.2
17,8,3412,4.5,2.15,Thitsaint,Terminalia,bellirica,12.62,32.1,1.3,16.4,"20° 54' 33.32"" N","95° 14' 23.80"" E",951.2
17,9,3414,0.5,0.7,Thayingyi,Croton,laevigatus,6.5,16.5,1.3,9,"20° 54' 33.32"" N","95° 14' 23.80"" E",951.2
17,9,3415,2.05,4.65,Thayingyi,Croton,laevigatus,5.9,15,1.3,17.1,"20° 54' 33.32"" N","95° 14' 23.80"" E",951.2
17,9,3416,3.5,2.8,Thitsaint,Terminalia,bellirica,12.85,32.6,1.3,18,"20° 54' 33.32"" N","95° 14' 23.80"" E",951.2
17,10,3418,0.3,1.5,Tawshauk,Glycosmis,pantaphylla,5.1,13,1.3,10,"20° 54' 33.32"" N","95° 14' 23.80"" E",951.2
17,10,3417,2.3,0.4,Thayingyi,Croton,laevigatus,7.06,17.9,1.3,11,"20° 54' 33.32"" N","95° 14' 23.80"" E",951.2
17,10,3419,2.5,4.8,Thayingyi,Croton,laevigatus,5.98,15.2,1.3,9.4,"20° 54' 33.32"" N","95° 14' 23.80"" E",951.2
17,10,3420,3.5,2.75,Thayingyi,Croton,laevigatus,5.67,14.4,1.3,11.2,"20° 54' 33.32"" N","95° 14' 23.80"" E",951.2
17,10,3421,3.35,2,Thayingyi,Croton,laevigatus,7.15,18.2,1.3,11,"20° 54' 33.32"" N","95° 14' 23.80"" E",951.2
17,10,3422,2.9,2,Thayingyi,Croton,laevigatus,4.8,12.2,1.3,11,"20° 54' 33.32"" N","95° 14' 23.80"" E",951.2
17,11,3424,1.25,2.9,Bonmelzar,Albizia,chinensis,6.02,15.3,1.3,12.7,"20° 54' 33.32"" N","95° 14' 23.80"" E",951.2
17,11,3425,4.4,0.5,Phatsutt,Eriobortrya,bengalensis,11.6,29.5,1.3,17.5,"20° 54' 33.32"" N","95° 14' 23.80"" E",951.2
17,11,3423,2.2,0.2,Thayingyi,Croton,laevigatus,5.33,13.5,1.3,9.5,"20° 54' 33.32"" N","95° 14' 23.80"" E",951.2
17,11,3426,3,0.2,Zeebyu,Phyllanthus,emblica,6.8,17.3,1.5,12.5,"20° 54' 33.32"" N","95° 14' 23.80"" E",951.2
17,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20° 54' 33.32"" N","95° 14' 23.80"" E",951.2
17,13,3427,3,3.15,Aonetone,Litsea,glutinosa,4.7,11.9,1.3,7.6,"20° 54' 33.32"" N","95° 14' 23.80"" E",951.2
17,13,3428,3.5,2,Tawshauk,Glycosmis,pantaphylla,5.7,14.5,1.3,8,"20° 54' 33.32"" N","95° 14' 23.80"" E",951.2
17,14,3429,1.75,3.63,Naywel,Flacourtia,indica,7.45,18.9,1.3,10,"20° 54' 33.32"" N","95° 14' 23.80"" E",951.2
17,14,3430,0.7,4.3,Yone,Anogeissus,acuminate,4.57,11.6,1.3,9.5,"20° 54' 33.32"" N","95° 14' 23.80"" E",951.2
17,15,3432,1.75,3.5,Aonetone,Litsea,glutinosa,9.45,24,1.3,15,"20° 54' 33.32"" N","95° 14' 23.80"" E",951.2
17,15,3431,1.4,3.2,Sagadu,Treura,nudiflora,6.08,15.4,1.5,10.1,"20° 54' 33.32"" N","95° 14' 23.80"" E",951.2
17,16,3433,2.85,2.4,Phatsutt,Eriobortrya,bengalensis,4.4,11.2,1.3,10.3,"20° 54' 33.32"" N","95° 14' 23.80"" E",951.2
18,1,8746,1.8,3,Bonmelzar,Albizia,chinensis,6.85,17.4,1.3,14.5,"20° 54' 38.71"" N","95° 14' 26.70"" E",1002.92
18,1,8747,3,2.3,Daukya,Synplocos,racemosa,7.52,19.1,1.3,11.5,"20° 54' 38.71"" N","95° 14' 26.70"" E",1002.92
18,1,8748,2.85,0.6,Thadi,Protium,serratum,4.57,11.6,1.3,12.5,"20° 54' 38.71"" N","95° 14' 26.70"" E",1002.92
18,2,8749,2.1,0.9,Thadi,Protium,serratum,12.3,31.2,1.3,14.1,"20° 54' 38.71"" N","95° 14' 26.70"" E",1002.92
18,2,8750,3.1,4.6,Thayingyi,Croton,laevigatus,5.7,14.5,1.3,9.1,"20° 54' 38.71"" N","95° 14' 26.70"" E",1002.92
18,3,8751,0.85,0.25,Aonetone,Litsea,glutinosa,9.5,24.1,1.3,16,"20° 54' 38.71"" N","95° 14' 26.70"" E",1002.92
18,3,8752,1,1.6,Aonetone,Litsea,glutinosa,8.05,20.4,1.3,12.6,"20° 54' 38.71"" N","95° 14' 26.70"" E",1002.92
18,3,8754,2.6,2.3,Aonetone,Litsea,glutinosa,10.45,26.5,1.3,16,"20° 54' 38.71"" N","95° 14' 26.70"" E",1002.92
18,3,8755,4,1,Thayingyi,Croton,laevigatus,5.2,13.2,1.3,6.6,"20° 54' 38.71"" N","95° 14' 26.70"" E",1002.92
18,3,8756,4.35,1,Thayingyi,Croton,laevigatus,7.95,20.2,1.3,9,"20° 54' 38.71"" N","95° 14' 26.70"" E",1002.92
18,4,8758,3.5,4.5,Daukya,Synplocos,racemosa,14.2,36.1,1.3,16.5,"20° 54' 38.71"" N","95° 14' 26.70"" E",1002.92
18,4,8757,2.2,0.3,Thabyay,Pugenia,jambolana,6.55,16.6,1.3,12,"20° 54' 38.71"" N","95° 14' 26.70"" E",1002.92
18,5,8759,4,3.3,Phatsutt,Eriobortrya,bengalensis,12.2,31,1.3,17,"20° 54' 38.71"" N","95° 14' 26.70"" E",1002.92
18,5,8760,3.6,3,Phatsutt,Eriobortrya,bengalensis,7.75,19.7,1.3,11,"20° 54' 38.71"" N","95° 14' 26.70"" E",1002.92
18,6,8762,2,4.6,Aonetone,Litsea,glutinosa,9.8,24.9,1.3,15,"20° 54' 38.71"" N","95° 14' 26.70"" E",1002.92
18,6,8761,0.25,3,Thabyay,Pugenia,jambolana,8.05,20.4,1.3,9.6,"20° 54' 38.71"" N","95° 14' 26.70"" E",1002.92
18,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20° 54' 38.71"" N","95° 14' 26.70"" E",1002.92
18,8,8766,3,3.6,Kayamet,Pterospermum,diversifolium,6.7,17,1.3,14,"20° 54' 38.71"" N","95° 14' 26.70"" E",1002.92
18,8,8763,1.8,2,Sagadu,Treura,nudiflora,11,27.9,1.3,15,"20° 54' 38.71"" N","95° 14' 26.70"" E",1002.92
18,8,8765,2.9,4,Sagadu,Treura,nudiflora,9.85,25,1.3,15,"20° 54' 38.71"" N","95° 14' 26.70"" E",1002.92
18,8,8764,1.6,2.9,Tawthidin,Mallotus,philippinensis,6.9,17.5,1.3,13,"20° 54' 38.71"" N","95° 14' 26.70"" E",1002.92
18,9,8767,2.75,0.8,Sagadu,Treura,nudiflora,4.9,12.4,1.3,9,"20° 54' 38.71"" N","95° 14' 26.70"" E",1002.92
18,10,8768,1.6,4.2,Aonetone,Litsea,glutinosa,4.4,11.2,1.3,10,"20° 54' 38.71"" N","95° 14' 26.70"" E",1002.92
18,10,8769,2,4,Aonetone,Litsea,glutinosa,11.25,28.6,1.3,15,"20° 54' 38.71"" N","95° 14' 26.70"" E",1002.92
18,10,8770,3,3.2,Phatsutt,Eriobortrya,bengalensis,5.45,13.8,1.3,11,"20° 54' 38.71"" N","95° 14' 26.70"" E",1002.92
18,10,8771,3.65,1.9,Yone,Anogeissus,acuminate,7.7,19.6,1.3,14,"20° 54' 38.71"" N","95° 14' 26.70"" E",1002.92
18,11,8772,0.9,2.1,Daukya,Synplocos,racemosa,4.5,11.4,1.3,10,"20° 54' 38.71"" N","95° 14' 26.70"" E",1002.92
18,11,8773,4.75,3.15,Daukya,Synplocos,racemosa,5.13,13,1.3,11.1,"20° 54' 38.71"" N","95° 14' 26.70"" E",1002.92
18,11,8774,4.7,3.5,Daukya,Synplocos,racemosa,9.2,23.4,1.3,15,"20° 54' 38.71"" N","95° 14' 26.70"" E",1002.92
18,11,8775,3.5,1.9,Daukya,Synplocos,racemosa,6.6,16.8,1.3,15,"20° 54' 38.71"" N","95° 14' 26.70"" E",1002.92
18,12,8776,3.65,3.7,Kayamet,Pterospermum,diversifolium,7.7,19.6,1.3,16,"20° 54' 38.71"" N","95° 14' 26.70"" E",1002.92
18,13,8777,4,4,Sagadu,Treura,nudiflora,9.8,24.9,1.3,12.2,"20° 54' 38.71"" N","95° 14' 26.70"" E",1002.92
18,14,8779,3.4,0.2,Banbwe,Careya,arborea,6.25,15.9,1.3,11,"20° 54' 38.71"" N","95° 14' 26.70"" E",1002.92
18,14,8780,3.8,0.15,Sagadu,Treura,nudiflora,5.15,13.1,1.3,7,"20° 54' 38.71"" N","95° 14' 26.70"" E",1002.92
18,14,8778,2.2,4.75,Yone,Anogeissus,acuminate,5.75,14.6,1.3,9,"20° 54' 38.71"" N","95° 14' 26.70"" E",1002.92
18,15,8785,2.85,0.5,Daukya,Synplocos,racemosa,16.75,42.5,1.3,16.7,"20° 54' 38.71"" N","95° 14' 26.70"" E",1002.92
18,15,8784,4.2,1,Sagadu,Treura,nudiflora,4.2,10.7,1.3,11,"20° 54' 38.71"" N","95° 14' 26.70"" E",1002.92
18,15,8782,4,3.2,Thabyay,Pugenia,jambolana,10.1,25.7,1.3,15.6,"20° 54' 38.71"" N","95° 14' 26.70"" E",1002.92
18,15,8783,4.2,3,Thabyay,Pugenia,jambolana,8.4,21.3,1.3,14.5,"20° 54' 38.71"" N","95° 14' 26.70"" E",1002.92
18,15,8781,0.6,1.4,Thitsaint,Terminalia,bellirica,13.7,34.8,1.3,16.5,"20° 54' 38.71"" N","95° 14' 26.70"" E",1002.92
18,16,8786,0.25,4.45,Sagadu,Treura,nudiflora,6.23,15.8,1.5,8.9,"20° 54' 38.71"" N","95° 14' 26.70"" E",1002.92
19,1,8728,0.65,2,Phatsutt,Eriobortrya,bengalensis,15.8,40.1,1.3,23,"20° 54'41.82"" N","95° 14' 30.10"" E",1053.16
19,1,8730,1.1,2,Phatsutt,Eriobortrya,bengalensis,15.3,38.9,2.4,23,"20° 54'41.82"" N","95° 14' 30.10"" E",1053.16
19,1,8729,2,2.8,Phatsutt,Eriobortrya,bengalensis,11.35,28.8,2.4,24,"20° 54'41.82"" N","95° 14' 30.10"" E",1053.16
19,1,8731,2,2.85,Phatsutt,Eriobortrya,bengalensis,7.45,18.9,1.3,16,"20° 54'41.82"" N","95° 14' 30.10"" E",1053.16
19,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20° 54'41.82"" N","95° 14' 30.10"" E",1053.16
19,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20° 54'41.82"" N","95° 14' 30.10"" E",1053.16
19,4,8732,2.4,1.63,Sagadu,Treura,nudiflora,8,20.3,1.3,16,"20° 54'41.82"" N","95° 14' 30.10"" E",1053.16
19,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20° 54'41.82"" N","95° 14' 30.10"" E",1053.16
19,6,8733,4.75,2.3,Sagadu,Treura,nudiflora,6.7,17,1.3,6.2,"20° 54'41.82"" N","95° 14' 30.10"" E",1053.16
19,7,8734,4.5,1,Phatsutt,Eriobortrya,bengalensis,17.3,43.9,1.3,23,"20° 54'41.82"" N","95° 14' 30.10"" E",1053.16
19,8,8735,4.1,3,Sagadu,Treura,nudiflora,5.5,14,1.3,10,"20° 54'41.82"" N","95° 14' 30.10"" E",1053.16
19,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20° 54'41.82"" N","95° 14' 30.10"" E",1053.16
19,10,8736,4.6,0.85,Linlonn,Sapium,baccatum,17.3,43.9,1.3,24,"20° 54'41.82"" N","95° 14' 30.10"" E",1053.16
19,11,8737,2,2,Aonetone,Litsea,glutinosa,13,33,1.3,21,"20° 54'41.82"" N","95° 14' 30.10"" E",1053.16
19,12,8738,2.8,2.35,Chinyoke,Garuga,pinnata,4.5,11.4,1.3,8,"20° 54'41.82"" N","95° 14' 30.10"" E",1053.16
19,13,8740,3.4,3.3,Sagadu,Treura,nudiflora,9.5,24.1,1.3,12,"20° 54'41.82"" N","95° 14' 30.10"" E",1053.16
19,13,8739,3,3.4,Yone,Anogeissus,acuminate,6,15.2,1.5,8,"20° 54'41.82"" N","95° 14' 30.10"" E",1053.16
19,14,8741,3,4,Lathtokegyi,NA,NA,5.8,14.7,1.3,9,"20° 54'41.82"" N","95° 14' 30.10"" E",1053.16
19,14,8742,3.25,4.9,Linlonn,Sapium,baccatum,20,50.8,1.3,23,"20° 54'41.82"" N","95° 14' 30.10"" E",1053.16
19,15,8743,1.9,3.8,Aonetone,Litsea,glutinosa,11.9,30.2,1.3,18.9,"20° 54'41.82"" N","95° 14' 30.10"" E",1053.16
19,16,8744,1.8,4.25,Linlonn,Sapium,baccatum,22.5,57.2,1.3,21,"20° 54'41.82"" N","95° 14' 30.10"" E",1053.16
19,16,8745,3.85,1.55,Linlonn,Sapium,baccatum,24.35,61.8,1.3,22.3,"20° 54'41.82"" N","95° 14' 30.10"" E",1053.16
20,1,8597,0.7,0.3,Daukya,Synplocos,racemosa,5.43,13.8,1.3,10,"20° 54' 44.61"" N","95° 14' 33.85"" E",1086.23
20,1,8598,0.4,2.6,Daukya,Synplocos,racemosa,7.85,19.9,1.3,15,"20° 54' 44.61"" N","95° 14' 33.85"" E",1086.23
20,1,8599,1,2.5,Daukya,Synplocos,racemosa,9.28,23.6,1.3,10.3,"20° 54' 44.61"" N","95° 14' 33.85"" E",1086.23
20,2,8600,0.7,1.9,Thitsaint,Terminalia,bellirica,28.1,71.4,1.3,23,"20° 54' 44.61"" N","95° 14' 33.85"" E",1086.23
20,3,8701,4.75,1.9,Maniawwga,Rapanea,neriifolia,6.2,15.7,1.3,12,"20° 54' 44.61"" N","95° 14' 33.85"" E",1086.23
20,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20° 54' 44.61"" N","95° 14' 33.85"" E",1086.23
20,5,8703,3.5,4,Maniawwga,Rapanea,neriifolia,5.23,13.3,1.3,9,"20° 54' 44.61"" N","95° 14' 33.85"" E",1086.23
20,5,8704,4.3,2,Thabyay,Pugenia,jambolana,4.73,12,1.3,10,"20° 54' 44.61"" N","95° 14' 33.85"" E",1086.23
20,5,8705,4,1.85,Thintwelnyo,Diospyros,mollis,18.7,47.5,1.3,17.4,"20° 54' 44.61"" N","95° 14' 33.85"" E",1086.23
20,5,8702,0.4,3,Yone,Anogeissus,acuminate,4.52,11.5,1.3,8,"20° 54' 44.61"" N","95° 14' 33.85"" E",1086.23
20,6,NA,NA, NA,NA,NA,NA,NA,NA,NA,NA,"20° 54' 44.61"" N","95° 14' 33.85"" E",1086.23
20,7,8706,2.15,3.5,Thitsaint,Terminalia,bellirica,22.15,56.3,1.3,20,"20° 54' 44.61"" N","95° 14' 33.85"" E",1086.23
20,8,8707,4.35,0.55,Aonetone,Litsea,glutinosa,7.67,19.5,1.3,11.5,"20° 54' 44.61"" N","95° 14' 33.85"" E",1086.23
20,9,8708,1.6,8.2,Phatsutt,Eriobortrya,bengalensis,4.6,11.7,1.3,8.7,"20° 54' 44.61"" N","95° 14' 33.85"" E",1086.23
20,9,8709,4,1.1,Tawthayet,Mangifera,sylvatica,26.8,68.1,1.3,20,"20° 54' 44.61"" N","95° 14' 33.85"" E",1086.23
20,10,8711,3.25,2.5,Maniawwga,Rapanea,neriifolia,8.35,21.2,1.3,11.3,"20° 54' 44.61"" N","95° 14' 33.85"" E",1086.23
20,10,8710,1,2.7,Sagadu,Treura,nudiflora,5.4,13.7,1.3,14,"20° 54' 44.61"" N","95° 14' 33.85"" E",1086.23
20,11,8712,2.8,1.3,Thayingyi,Croton,laevigatus,4.3,10.9,1.3,7,"20° 54' 44.61"" N","95° 14' 33.85"" E",1086.23
20,11,9713,3.6,1,Thayingyi,Croton,laevigatus,4.56,11.6,1.3,5,"20° 54' 44.61"" N","95° 14' 33.85"" E",1086.23
20,12,8715,4,1.6,Phatsutkyi,NA,NA,5.85,14.9,1.3,11,"20° 54' 44.61"" N","95° 14' 33.85"" E",1086.23
20,12,8714,2.6,1.85,Unknown,NA,NA,5.78,14.7,1.5,10,"20° 54' 44.61"" N","95° 14' 33.85"" E",1086.23
20,13,8716,2,0.65,Maniawwga,Rapanea,neriifolia,9,22.9,0.3,7.8,"20° 54' 44.61"" N","95° 14' 33.85"" E",1086.23
20,13,8717,0.2,3.8,Sagadu,Treura,nudiflora,6.4,16.3,1.3,5.1,"20° 54' 44.61"" N","95° 14' 33.85"" E",1086.23
20,13,8718,4,2.5,Sagadu,Treura,nudiflora,8.94,22.7,1.3,7,"20° 54' 44.61"" N","95° 14' 33.85"" E",1086.23
20,13,8719,4,0.7,Thayingyi,Croton,laevigatus,7.1,18,1.3,8.1,"20° 54' 44.61"" N","95° 14' 33.85"" E",1086.23
20,14,8720,3.5,4.3,Daukya,Synplocos,racemosa,8.42,21.4,1.3,7,"20° 54' 44.61"" N","95° 14' 33.85"" E",1086.23
20,14,8722,4.25,2.15,Thadi,Protium,serratum,7.6,19.3,1.3,10,"20° 54' 44.61"" N","95° 14' 33.85"" E",1086.23
20,14,8721,2.9,2.3,Thayingyi,Croton,laevigatus,4.6,11.7,1.3,5.1,"20° 54' 44.61"" N","95° 14' 33.85"" E",1086.23
20,15,8723,4.3,1.95,Thayingyi,Croton,laevigatus,7.5,19.1,1.3,6,"20° 54' 44.61"" N","95° 14' 33.85"" E",1086.23
20,15,8724,4.2,1.8,Thayingyi,Croton,laevigatus,5.55,14.1,1.3,6,"20° 54' 44.61"" N","95° 14' 33.85"" E",1086.23
20,16,8725,0.8,2,Aonetone,Litsea,glutinosa,6.5,16.5,1.3,10.5,"20° 54' 44.61"" N","95° 14' 33.85"" E",1086.23
20,16,8726,4.2,4.6,Maniawwga,Rapanea,neriifolia,5.25,13.3,1.3,6.8,"20° 54' 44.61"" N","95° 14' 33.85"" E",1086.23
20,16,8727,4.2,4,Thitni,Wendlandia,tinctoria,4.15,10.5,1.3,5,"20° 54' 44.61"" N","95° 14' 33.85"" E",1086.23
